Date,Close
2023-04-11 00:00:00-04:00,106.12000274658203
2023-04-12 00:00:00-04:00,105.22000122070312
2023-04-13 00:00:00-04:00,108.19000244140625
2023-04-14 00:00:00-04:00,109.45999908447266
2023-04-17 00:00:00-04:00,106.41999816894531
2023-04-18 00:00:00-04:00,105.12000274658203
2023-04-19 00:00:00-04:00,105.0199966430664
2023-04-20 00:00:00-04:00,105.9000015258789
2023-04-21 00:00:00-04:00,105.91000366210938
2023-04-24 00:00:00-04:00,106.77999877929688
2023-04-25 00:00:00-04:00,104.61000061035156
2023-04-26 00:00:00-04:00,104.44999694824219
2023-04-27 00:00:00-04:00,108.37000274658203
2023-04-28 00:00:00-04:00,108.22000122070312
2023-05-01 00:00:00-04:00,107.70999908447266
2023-05-02 00:00:00-04:00,105.9800033569336
2023-05-03 00:00:00-04:00,106.12000274658203
2023-05-04 00:00:00-04:00,105.20999908447266
2023-05-05 00:00:00-04:00,106.21499633789062
2023-05-08 00:00:00-04:00,108.23999786376953
2023-05-09 00:00:00-04:00,107.94000244140625
2023-05-10 00:00:00-04:00,112.27999877929688
2023-05-11 00:00:00-04:00,116.9000015258789
2023-05-12 00:00:00-04:00,117.91999816894531
2023-05-15 00:00:00-04:00,116.95999908447266
2023-05-16 00:00:00-04:00,120.08999633789062
2023-05-17 00:00:00-04:00,121.4800033569336
2023-05-18 00:00:00-04:00,123.5199966430664
2023-05-19 00:00:00-04:00,123.25
2023-05-22 00:00:00-04:00,125.87000274658203
2023-05-23 00:00:00-04:00,123.29000091552734
2023-05-24 00:00:00-04:00,121.63999938964844
2023-05-25 00:00:00-04:00,124.3499984741211
2023-05-26 00:00:00-04:00,125.43000030517578
2023-05-30 00:00:00-04:00,124.63999938964844
2023-05-31 00:00:00-04:00,123.37000274658203
2023-06-01 00:00:00-04:00,124.37000274658203
2023-06-02 00:00:00-04:00,125.2300033569336
2023-06-05 00:00:00-04:00,126.62999725341797
2023-06-06 00:00:00-04:00,127.91000366210938
2023-06-07 00:00:00-04:00,122.94000244140625
2023-06-08 00:00:00-04:00,122.66999816894531
2023-06-09 00:00:00-04:00,122.87000274658203
2023-06-12 00:00:00-04:00,124.3499984741211
2023-06-13 00:00:00-04:00,124.43000030517578
2023-06-14 00:00:00-04:00,124.37999725341797
2023-06-15 00:00:00-04:00,125.79000091552734
2023-06-16 00:00:00-04:00,124.05999755859375
2023-06-20 00:00:00-04:00,123.8499984741211
2023-06-21 00:00:00-04:00,121.26000213623047
2023-06-22 00:00:00-04:00,123.87000274658203
2023-06-23 00:00:00-04:00,123.0199966430664
2023-06-26 00:00:00-04:00,119.08999633789062
2023-06-27 00:00:00-04:00,119.01000213623047
2023-06-28 00:00:00-04:00,121.08000183105469
2023-06-29 00:00:00-04:00,120.01000213623047
2023-06-30 00:00:00-04:00,120.97000122070312
2023-07-03 00:00:00-04:00,120.55999755859375
2023-07-05 00:00:00-04:00,122.62999725341797
2023-07-06 00:00:00-04:00,120.93000030517578
2023-07-07 00:00:00-04:00,120.13999938964844
2023-07-10 00:00:00-04:00,116.87000274658203
2023-07-11 00:00:00-04:00,117.70999908447266
2023-07-12 00:00:00-04:00,119.62000274658203
2023-07-13 00:00:00-04:00,124.83000183105469
2023-07-14 00:00:00-04:00,125.69999694824219
2023-07-17 00:00:00-04:00,125.05999755859375
2023-07-18 00:00:00-04:00,124.08000183105469
2023-07-19 00:00:00-04:00,122.77999877929688
2023-07-20 00:00:00-04:00,119.52999877929688
2023-07-21 00:00:00-04:00,120.30999755859375
2023-07-24 00:00:00-04:00,121.87999725341797
2023-07-25 00:00:00-04:00,122.79000091552734
2023-07-26 00:00:00-04:00,129.66000366210938
2023-07-27 00:00:00-04:00,129.8699951171875
2023-07-28 00:00:00-04:00,133.00999450683594
2023-07-31 00:00:00-04:00,133.11000061035156
2023-08-01 00:00:00-04:00,131.88999938964844
2023-08-02 00:00:00-04:00,128.63999938964844
2023-08-03 00:00:00-04:00,128.77000427246094
2023-08-04 00:00:00-04:00,128.5399932861328
2023-08-07 00:00:00-04:00,131.94000244140625
2023-08-08 00:00:00-04:00,131.83999633789062
2023-08-09 00:00:00-04:00,130.14999389648438
2023-08-10 00:00:00-04:00,130.2100067138672
2023-08-11 00:00:00-04:00,130.1699981689453
2023-08-14 00:00:00-04:00,131.8300018310547
